,num_candidates,num_voters,prob_model,voting_method,condorcet_efficiency,error,num_samples,percent_condorcet_winner,percent_condorcet_winner_error
71,7,1000,Impartial Culture,Borda,0.8530697190426639,0.014259969054498334,16708,0.5629021039364478,0.001989610192908442
72,7,1000,Impartial Culture,Instant Runoff,0.8535900104058273,0.014239197372438173,16708,0.5629021039364478,0.001989610192908442
73,7,1000,Impartial Culture,Coombs,0.8582726326742977,0.014049464071424267,16708,0.5629021039364478,0.001989610192908442
74,7,1000,Impartial Culture,Bucklin,0.6593132154006244,0.019053124993591464,16708,0.5629021039364478,0.001989610192908442
75,8,10,Impartial Culture,Plurality,0.5429342747378257,0.019999123042941713,36932,0.551665312181205,0.0019573392421291524
76,8,10,Impartial Culture,Borda,0.9518222406811339,0.008658785414007109,36932,0.551665312181205,0.0019573392421291524
77,8,10,Impartial Culture,Instant Runoff,0.8544284082649777,0.014189989617209409,36932,0.551665312181205,0.0019573392421291524
78,8,10,Impartial Culture,Coombs,0.9150659329249299,0.01123955925390363,36932,0.551665312181205,0.0019573392421291524
79,8,10,Impartial Culture,Bucklin,0.804485515522791,0.015943744412600935,36932,0.551665312181205,0.0019573392421291524
80,8,100,Impartial Culture,Plurality,0.41550864538029064,0.01999974416992628,21153,0.5494542227481142,0.0019376831040649467
81,8,100,Impartial Culture,Borda,0.8838442770764825,0.013041648104964665,21153,0.5494542227481142,0.0019376831040649467
82,8,100,Impartial Culture,Instant Runoff,0.8347300307627029,0.015100471740626342,21153,0.5494542227481142,0.0019376831040649467
83,8,100,Impartial Culture,Coombs,0.8465047204837169,0.01465813671993177,21153,0.5494542227481142,0.0019376831040649467
84,8,100,Impartial Culture,Bucklin,0.6674445740956826,0.019124664471933284,21153,0.5494542227481142,0.0019376831040649467
85,8,1000,Impartial Culture,Plurality,0.41013628620102216,0.019998695740053363,17337,0.5493244219267911,0.001921371545089201
86,8,1000,Impartial Culture,Borda,0.855515332197615,0.014326406166844774,17337,0.5493244219267911,0.001921371545089201
87,8,1000,Impartial Culture,Instant Runoff,0.83603066439523,0.01508121268744389,17337,0.5493244219267911,0.001921371545089201
88,8,1000,Impartial Culture,Coombs,0.8363500851788757,0.015069480350452746,17337,0.5493244219267911,0.001921371545089201
89,8,1000,Impartial Culture,Bucklin,0.676320272572402,0.019029061817532944,17337,0.5493244219267911,0.001921371545089201
90,9,10,Impartial Culture,Plurality,0.5084029281369213,0.01999922440074875,41321,0.5372070305217709,0.0018879708732820744
91,9,10,Impartial Culture,Borda,0.9508196721311475,0.008711651242711671,41321,0.5372070305217709,0.0018879708732820744
92,9,10,Impartial Culture,Instant Runoff,0.8253428188473039,0.015214036231855799,41321,0.5372070305217709,0.0018879708732820744
93,9,10,Impartial Culture,Coombs,0.9052479637075987,0.011760268499110715,41321,0.5372070305217709,0.0018879708732820744
94,9,10,Impartial Culture,Bucklin,0.8097742035261367,0.015723581848616885,41321,0.5372070305217709,0.0018879708732820744
95,9,100,Impartial Culture,Plurality,0.3934160820291419,0.01999958508870958,22292,0.5347319879463063,0.0018693154782648547
96,9,100,Impartial Culture,Borda,0.8854830005396654,0.01307575915546022,22292,0.5347319879463063,0.0018693154782648547
97,9,100,Impartial Culture,Instant Runoff,0.8215866162978953,0.01569841553899809,22292,0.5347319879463063,0.0018693154782648547
98,9,100,Impartial Culture,Coombs,0.834430652995143,0.015243803127720001,22292,0.5347319879463063,0.0018693154782648547
99,9,100,Impartial Culture,Bucklin,0.6890447922288181,0.018956380487481272,22292,0.5347319879463063,0.0018693154782648547
100,9,1000,Impartial Culture,Plurality,0.3764809126810004,0.01999883121899826,18363,0.5341003697473558,0.0018539916404202161
101,9,1000,Impartial Culture,Borda,0.854870557261957,0.014569971943838023,18363,0.5341003697473558,0.0018539916404202161
102,9,1000,Impartial Culture,Instant Runoff,0.8121983326020185,0.01614280999023754,18363,0.5341003697473558,0.0018539916404202161
103,9,1000,Impartial Culture,Coombs,0.8180122860903906,0.01594911675707622,18363,0.5341003697473558,0.0018539916404202161
104,9,1000,Impartial Culture,Bucklin,0.6430451952610794,0.019777127483522117,18363,0.5341003697473558,0.0018539916404202161
105,10,10,Impartial Culture,Plurality,0.4679155454357276,0.019999400236832443,45558,0.5214426658360807,0.0018197352712635562
106,10,10,Impartial Culture,Borda,0.9491823638998137,0.008863267376803208,45558,0.5214426658360807,0.0018197352712635562
107,10,10,Impartial Culture,Instant Runoff,0.7972469468019043,0.016135413350198857,45558,0.5214426658360807,0.0018197352712635562
108,10,10,Impartial Culture,Coombs,0.8974332436348582,0.01220233144863514,45558,0.5214426658360807,0.0018197352712635562
109,10,10,Impartial Culture,Bucklin,0.8098737321465536,0.015750719152606174,45558,0.5214426658360807,0.0018197352712635562
110,10,100,Impartial Culture,Plurality,0.3620555122059971,0.01999895662462009,23344,0.5187349084250633,0.001802065832648636
111,10,100,Impartial Culture,Borda,0.8858544197971241,0.013271439023325615,23344,0.5187349084250633,0.001802065832648636
112,10,100,Impartial Culture,Instant Runoff,0.7951176011592911,0.016814026193919585,23344,0.5187349084250633,0.001802065832648636
113,10,100,Impartial Culture,Coombs,0.8152937242224947,0.016170404015709572,23344,0.5187349084250633,0.001802065832648636
114,10,100,Impartial Culture,Bucklin,0.6752870360049047,0.01948892279397263,23344,0.5187349084250633,0.001802065832648636
115,10,1000,Impartial Culture,Plurality,0.34666969765855876,0.019999926740448704,18779,0.5179495547577976,0.0017880199112221273
116,10,1000,Impartial Culture,Borda,0.8539440781995908,0.014871805922588077,18779,0.5179495547577976,0.0017880199112221273
117,10,1000,Impartial Culture,Instant Runoff,0.7971129802227779,0.01691833080961458,18779,0.5179495547577976,0.0017880199112221273
118,10,1000,Impartial Culture,Coombs,0.8008638326892475,0.016801419802951134,18779,0.5179495547577976,0.0017880199112221273
119,10,1000,Impartial Culture,Bucklin,0.6582177767674472,0.019932977467249535,18779,0.5179495547577976,0.0017880199112221273
120,3,10,Mallows,Plurality,0.8729323308270677,0.018085587008007664,9143,0.5184324048758683,0.0017811876324413944
121,3,10,Mallows,Borda,0.981390977443609,0.007460256622559003,9143,0.5184324048758683,0.0017811876324413944
122,3,10,Mallows,Instant Runoff,0.968609022556391,0.009565264036783927,9143,0.5184324048758683,0.0017811876324413944
123,3,10,Mallows,Coombs,1.0,0.0006931580484820232,9143,0.5184324048758683,0.0017811876324413944
124,3,10,Mallows,Bucklin,0.8377819548872181,0.019997801082056954,9143,0.5184324048758683,0.0017811876324413944
125,3,100,Mallows,Plurality,0.7860749402072814,0.01865990970825815,9414,0.5206013604973678,0.001773996564162661
126,3,100,Mallows,Borda,0.9303747010364071,0.011634087936625348,9414,0.5206013604973678,0.001773996564162661
127,3,100,Mallows,Instant Runoff,0.9658517140579325,0.008342233267290555,9414,0.5206013604973678,0.001773996564162661
128,3,100,Mallows,Coombs,0.9669146957214988,0.008218059132692468,9414,0.5206013604973678,0.001773996564162661
129,3,100,Mallows,Bucklin,0.7379750199309062,0.019999683943333624,9414,0.5206013604973678,0.001773996564162661
130,3,1000,Mallows,Plurality,0.769666022633177,0.019524589749368437,8320,0.522974769975432,0.001767607869764154
131,3,1000,Mallows,Borda,0.9109853712393045,0.013251607509431995,8320,0.522974769975432,0.001767607869764154
